SUBNO,SEX,AGEGRP,RACEGRP,WEIGHTKG,STATURE,HEADCIRC,BITCOR,BITFRONT,BITSUBN,BITCHIN,NECKCIRC,HEADBR,HEADLTH,MINFRBR,MAXFRBR,BIZYGOBR,BIGONLBR,NROOTBR,NOSEBR,LIPLTH,SUBNASAL,MENSELL,NOSEPRO,INTPUPBR,
"3,621",1,2,1,68.2,"1,754",565,325,295,275,325,340,150,197,95,103,137,106,15,33,46,45,116,25,57.0,
"3,622",1,2,1,92.5,"1,707",580,340,285,277,335,395,153,195,99,111,141,126,16,34,47,50,123,21,62.5,
"3,623",1,1,1,85.5,"1,801",610,355,315,300,325,375,160,205,110,120,155,114,19,35,47,53,120,21,68.0,
"3,624",1,3,1,101.9,"1,782",575,335,300,292,325,470,150,192,110,118,131,121,17,39,53,46,110,21,64.5,
"3,625",1,2,1,84.0,"1,819",580,355,285,275,315,390,150,197,101,110,136,116,15,35,52,51,128,23,62.0,
"3,626",1,1,1,64.1,"1,800",560,331,285,280,319,360,152,192,100,113,134,113,14,32,50,47,114,20,61.5,
"3,627",1,2,2,92.6,"1,769",595,355,315,317,355,395,158,198,105,115,149,131,18,40,50,50,120,19,70.5,
"3,628",2,1,1,85.4,"1,681",582,345,305,285,310,350,146,201,103,107,134,112,17,36,45,49,112,21,62.0,
"3,629",1,2,1,104.5,"1,766",587,360,310,290,325,435,161,190,105,116,149,135,16,35,44,49,120,23,62.0,
"3,630",1,2,1,95.7,"1,746",595,365,305,290,330,410,157,202,105,112,144,133,16,35,46,46,112,24,64.0,
"3,631",1,2,1,100.5,"1,809",580,330,290,287,325,435,149,202,101,111,135,115,18,34,54,47,117,19,64.0,
"3,632",1,2,1,68.0,"1,828",582,350,280,275,320,370,143,201,94,101,122,110,14,35,44,52,116,21,61.0,
"3,633",1,3,1,102.1,"1,830",595,345,305,310,345,480,155,197,101,110,148,135,17,37,49,50,120,20,62.0,
"3,634",1,2,1,71.3,"1,750",555,335,280,265,300,365,147,190,92,101,132,105,15,34,47,51,120,19,60.0,
"3,635",1,2,1,81.1,"1,656",580,335,300,283,323,406,150,197,108,111,136,116,16,34,46,52,128,22,63.5,
"3,636",1,1,1,74.2,"1,797",565,335,285,275,315,390,150,195,95,105,135,107,16,35,47,48,112,21,61.0,
"3,637",1,2,2,106.0,"1,855",625,370,320,315,340,435,168,210,111,123,146,129,20,46,52,54,124,20,70.0,
"3,638",1,2,1,97.0,"1,737",607,350,305,300,350,450,162,206,111,120,152,130,17,34,52,56,126,21,67.5,
"3,639",1,3,1,96.3,"1,755",586,345,300,300,340,465,157,190,109,120,151,138,17,37,60,49,112,21,69.5,
"3,640",1,2,1,92.0,"1,771",572,345,290,275,325,390,152,193,99,112,140,126,18,31,49,47,120,20,64.0,
"3,641",2,2,1,58.0,"1,591",560,330,280,265,285,305,149,196,103,110,120,100,18,33,52,42,107,21,63.5,
"3,642",1,2,1,79.7,"1,694",561,335,290,291,320,385,145,186,99,105,139,116,14,31,45,51,117,18,62.0,
"3,643",1,1,3,92.4,"1,673",585,330,295,294,335,410,152,201,102,112,143,127,16,36,51,51,121,21,60.0,
"3,644",1,1,1,117.1,"1,912",573,340,295,285,330,404,146,196,106,114,140,126,16,35,45,47,121,18,59.0,
"3,645",1,2,1,98.7,"1,790",596,355,305,295,330,410,155,207,101,111,144,121,17,35,50,47,120,21,60.5,
"3,646",1,2,1,91.4,"1,809",602,350,310,300,330,415,155,208,110,113,135,127,15,35,47,55,118,23,64.5,
"3,647",2,2,1,51.2,"1,626",525,320,260,245,290,310,138,177,99,105,126,101,15,31,48,46,111,20,60.5,
"3,648",2,1,1,75.7,"1,667",553,320,280,280,300,330,140,189,97,100,144,106,16,32,46,47,110,25,59.5,
"3,649",1,1,1,115.4,"1,893",614,345,320,315,350,471,155,215,102,114,138,132,20,47,61,46,129,21,72.5,
"3,650",1,2,2,92.2,"1,713",608,350,305,300,340,440,159,211,116,118,150,133,16,39,53,52,131,19,73.0,
"3,651",1,1,1,80.0,"1,855",595,355,295,290,330,380,155,205,106,113,140,121,17,33,48,52,126,23,66.0,
"3,652",1,1,1,101.0,"1,791",580,340,290,285,320,420,158,198,103,113,145,130,17,36,43,55,121,25,60.0,
"3,653",1,1,1,82.1,"1,748",560,330,277,273,300,395,147,197,91,105,132,114,16,32,56,51,112,19,58.5,
"3,654",1,1,1,72.4,"1,694",583,342,295,283,309,390,154,198,106,111,141,120,18,31,51,45,109,20,58.0,
"3,655",1,2,1,137.2,"1,794",615,362,312,305,335,465,153,212,110,115,147,133,18,38,52,49,123,24,66.5,
"3,656",1,2,1,71.0,"1,818",550,315,275,270,310,353,140,189,98,108,131,110,16,35,46,48,111,20,61.5,
"3,657",1,2,1,83.4,"1,768",587,350,310,290,333,405,152,201,107,113,144,130,18,32,45,50,127,21,66.5,
"3,658",1,2,2,87.3,"1,797",577,345,299,300,335,390,144,197,104,114,135,111,16,48,57,49,125,21,69.5,
"3,659",1,1,1,80.0,"1,760",570,350,290,280,320,375,153,199,94,104,137,120,16,33,46,49,117,25,62.5,
"3,660",1,2,1,89.2,"1,805",562,335,285,282,315,400,150,201,91,101,141,115,17,35,43,48,109,19,62.0,
"3,661",1,2,1,84.5,"1,680",570,330,300,280,335,410,153,194,104,111,140,130,17,31,47,55,125,21,63.0,
"3,662",1,2,1,90.3,"1,823",583,340,295,283,320,395,150,200,102,108,138,112,13,31,44,60,128,23,63.0,
"3,663",1,1,1,66.1,"1,788",571,340,295,270,307,355,153,201,103,110,136,108,16,31,51,47,116,20,62.5,
"3,664",1,1,1,79.6,"1,774",566,333,270,275,312,385,147,196,94,103,128,111,15,30,48,56,122,21,56.5,
"3,665",1,1,1,86.3,"1,735",555,342,290,275,308,390,150,186,102,110,141,111,16,32,42,52,122,21,58.5,
"3,666",2,2,1,62.1,"1,543",547,320,280,260,295,321,141,190,96,103,129,111,16,28,43,47,106,19,59.0,
"3,667",1,1,1,68.8,"1,650",575,355,295,285,315,356,155,204,107,111,137,107,18,35,43,56,118,24,62.0,
"3,668",1,1,1,69.7,"1,618",570,335,290,265,300,395,151,195,102,106,133,120,17,31,46,48,117,20,59.0,
"3,669",1,2,1,61.2,"1,726",550,325,275,275,305,350,146,193,100,105,130,102,16,31,43,45,114,21,60.5,
"3,670",1,2,1,93.6,"1,824",585,345,305,295,345,410,153,206,103,113,146,124,15,37,46,55,127,22,61.5,
"3,671",1,2,1,96.2,"1,649",572,321,285,290,325,382,149,188,107,117,140,125,18,40,50,45,112,15,69.0,
"3,672",1,3,1,95.3,"1,827",575,340,295,280,330,415,150,197,103,110,141,125,16,37,43,49,127,24,61.5,
"3,673",1,1,1,104.5,"1,756",600,355,295,295,333,416,154,200,106,111,140,125,17,33,50,51,127,22,61.5,
"3,674",1,2,1,128.2,"1,802",595,350,300,297,360,440,160,200,100,113,150,140,19,36,50,47,129,25,67.0,
"3,675",1,1,1,87.1,"1,700",555,340,295,290,325,380,143,196,101,113,134,120,19,34,43,44,111,20,64.0,
"3,676",1,2,1,119.2,"1,806",593,350,300,295,340,420,160,198,100,108,143,121,17,35,57,52,129,26,61.5,
"3,677",1,1,1,78.5,"1,774",580,340,290,285,330,385,150,198,100,106,133,111,16,34,40,53,131,21,58.5,
"3,678",1,1,1,117.0,"1,801",578,340,295,296,335,420,147,195,105,111,147,126,17,34,50,48,125,21,64.5,
"3,679",1,1,1,100.0,"1,825",570,345,295,280,320,395,150,192,104,113,149,121,18,33,49,51,124,22,67.5,
"3,680",1,1,3,108.1,"1,641",565,367,320,322,355,458,167,196,118,122,155,146,21,42,54,50,127,21,63.0,
"3,681",1,2,3,86.0,"1,668",575,340,305,315,350,400,145,197,106,121,151,125,18,35,52,47,118,19,65.0,
"3,682",2,3,3,66.0,"1,515",540,360,292,293,315,340,150,176,110,114,142,125,17,40,52,52,120,21,64.5,
"3,683",1,1,3,61.7,"1,506",540,335,285,276,305,350,142,180,99,110,134,116,18,38,51,44,112,18,59.0,
"3,684",1,1,3,84.6,"1,720",573,345,295,290,330,410,153,193,106,112,144,123,18,33,49,52,121,23,55.5,
"3,685",1,1,3,60.8,"1,602",545,358,305,295,320,360,151,185,105,112,149,128,14,44,52,50,123,20,67.0,
"3,686",1,3,3,69.5,"1,624",575,347,295,285,320,375,157,190,104,112,145,123,14,37,47,52,119,18,59.5,
"3,687",2,1,3,58.3,"1,538",553,353,296,274,305,330,146,184,110,114,137,117,18,34,42,46,108,17,65.5,
"3,688",2,2,3,69.7,"1,618",535,345,275,275,310,350,144,171,100,107,137,110,15,33,47,49,125,20,57.0,
"3,689",1,2,3,74.0,"1,605",537,355,303,290,315,397,145,187,107,115,144,130,18,38,50,52,120,20,67.0,
"3,690",1,1,3,82.2,"1,693",577,355,303,295,333,392,157,195,103,115,149,120,16,36,53,53,129,20,55.0,
"3,691",1,2,3,94.7,"1,724",558,355,295,301,332,435,147,193,103,110,142,146,14,49,50,54,128,23,65.0,
"3,692",1,2,3,120.1,"1,717",598,340,300,305,345,435,160,203,109,117,153,141,17,33,49,54,122,21,61.5,
"3,693",1,1,3,86.9,"1,674",550,344,290,292,327,404,151,182,100,113,145,126,17,35,46,53,121,22,57.5,
"3,694",1,1,3,76.2,"1,676",565,345,303,305,345,396,154,190,103,111,145,130,17,34,47,50,118,18,58.0,
"3,695",1,2,3,88.3,"1,750",572,360,308,295,318,395,154,196,108,114,143,126,20,37,51,50,122,19,66.0,
"3,696",1,1,3,117.9,"1,711",588,375,333,320,350,438,163,214,118,126,154,145,15,38,50,49,120,20,67.5,
"3,697",1,1,3,104.8,"1,780",580,360,300,305,347,415,160,191,102,114,155,143,18,39,51,51,126,21,61.0,
"3,698",1,1,3,107.3,"1,799",564,373,330,330,362,465,153,206,116,126,163,151,19,34,47,46,125,25,62.0,
"3,699",1,2,3,81.9,"1,650",560,362,315,313,350,395,155,196,115,124,153,134,18,41,55,52,130,20,65.5,
"3,700",1,1,3,89.7,"1,706",571,355,300,295,330,411,155,192,102,113,146,130,16,33,46,51,126,19,56.5,
"3,701",2,3,3,62.8,"1,532",540,343,295,295,319,332,143,181,108,113,137,111,17,38,51,45,113,19,65.5,
"3,702",2,3,2,138.1,"1,682",572,346,298,312,342,446,146,186,110,120,144,124,16,43,56,42,111,18,66.5,
"3,703",2,3,2,79.3,"1,548",564,325,294,295,323,350,142,185,106,111,132,113,17,39,51,46,111,17,64.0,
"3,704",2,3,4,54.3,"1,545",528,331,275,275,300,317,145,177,100,105,132,111,15,39,54,50,113,15,59.5,
"3,705",2,3,2,62.4,"1,552",521,314,270,266,300,310,137,180,103,109,124,96,17,36,53,47,117,15,63.0,
"3,706",2,3,4,77.6,"1,494",553,339,280,281,302,370,143,190,105,110,134,116,19,39,53,46,110,17,64.5,
"3,707",2,2,4,54.1,"1,597",506,313,268,268,290,292,138,167,105,109,130,107,15,34,54,49,114,17,60.0,
"3,708",2,3,4,75.0,"1,585",550,352,294,289,320,347,145,186,105,111,134,115,14,37,47,49,126,19,60.0,
"3,709",2,2,4,52.0,"1,552",555,346,295,285,301,310,147,181,103,111,134,114,17,35,46,44,111,14,55.5,
"3,710",2,2,2,60.0,"1,539",585,345,280,282,303,320,143,178,111,113,133,108,16,37,54,45,105,18,63.5,
"3,711",2,3,2,59.4,"1,424",554,344,302,305,324,356,143,182,106,113,135,124,18,39,54,48,114,17,66.0,
"3,713",2,1,2,67.6,"1,649",560,346,307,302,320,348,144,190,111,114,134,112,20,39,54,44,107,16,69.5,
"3,714",2,2,2,82.3,"1,620",539,355,289,295,322,355,141,179,110,118,130,113,18,42,55,43,110,16,69.5,
"3,715",2,3,2,78.7,"1,641",551,353,281,280,312,348,140,187,97,102,130,106,17,40,50,50,118,19,59.0,
"3,716",2,3,2,105.1,"1,763",574,355,302,297,335,388,145,191,106,115,134,114,16,48,53,45,119,15,63.0,
"3,717",2,3,2,66.9,"1,655",554,324,288,290,310,326,145,190,108,112,134,105,17,42,52,51,120,19,68.0,
"3,718",1,3,2,103.9,"1,698",564,330,306,322,372,427,150,195,108,114,147,117,17,43,61,48,125,19,66.0,
"3,719",2,3,4,51.7,"1,536",541,362,295,276,298,294,140,180,102,109,132,107,16,35,48,44,113,11,63.0,
"3,720",1,3,2,75.3,"1,810",565,325,297,298,325,379,144,200,104,108,132,100,15,38,57,47,125,15,67.0,
"3,721",1,3,2,118.8,"1,888",585,377,307,300,350,420,150,198,109,113,138,115,15,45,53,49,125,18,71.0,
"3,722",1,3,2,84.4,"1,731",555,349,293,306,320,390,150,195,104,112,145,106,18,51,60,52,115,16,64.0,
"3,723",2,3,2,64.8,"1,521",520,305,262,255,266,315,137,175,98,105,124,98,11,34,43,49,115,20,58.5,
"3,724",2,3,3,60.6,"1,582",554,347,284,273,296,351,151,186,105,107,124,106,18,33,49,47,114,17,62.0,
"3,725",2,3,2,122.7,"1,650",556,344,295,309,335,392,151,186,109,120,143,119,16,37,57,54,125,18,65.5,
"3,726",2,3,2,"-9,999.9","1,760",557,333,316,317,348,375,144,193,114,121,139,119,19,41,59,50,118,17,72.0,
"3,727",2,2,2,77.6,"1,644",600,377,282,292,325,335,150,191,107,111,132,115,18,37,55,44,108,16,63.5,
"3,728",1,3,2,89.4,"1,690",580,361,303,294,312,357,151,193,104,106,141,110,15,33,54,54,119,19,63.0,
"3,729",2,3,4,56.5,"1,580",565,371,295,270,284,305,151,186,107,111,133,103,18,35,49,47,116,15,68.0,
"3,730",2,2,2,83.6,"1,665",565,345,290,303,329,344,146,187,109,113,136,113,15,44,56,50,117,19,65.0,
"3,731",2,3,2,52.4,"1,542",527,313,276,278,303,320,135,180,101,108,131,110,15,42,55,49,113,16,65.5,
"3,732",2,3,4,66.0,"1,507",555,348,296,298,323,340,151,188,111,116,140,118,17,36,57,48,111,17,66.0,
"3,733",2,3,2,82.5,"1,618",557,322,272,274,302,337,140,188,97,102,128,115,16,42,53,45,109,19,60.5,
"3,734",2,2,2,71.7,"1,632",542,344,284,282,288,317,144,175,103,105,131,104,13,36,54,49,115,17,59.0,
"3,735",2,3,2,101.4,"1,604",551,337,286,278,300,368,154,174,106,109,140,123,18,39,55,45,111,18,64.0,
"3,736",2,3,4,70.7,"1,498",553,352,295,295,318,364,150,182,104,107,142,122,16,39,53,52,124,14,63.0,
"3,737",2,3,2,71.1,"1,597",544,340,288,272,292,344,148,185,96,103,135,113,16,33,48,50,118,20,63.5,
"3,738",2,3,2,70.2,"1,596",542,338,286,282,302,320,140,189,106,112,130,113,15,43,55,45,109,16,67.5,
"3,739",2,3,2,56.1,"1,664",552,340,294,285,317,296,143,196,101,105,131,110,15,36,53,51,118,16,64.5,
"3,740",2,2,2,85.9,"1,521",578,365,295,305,328,355,157,189,111,116,141,116,17,44,59,47,118,19,68.0,
"3,741",1,3,2,62.2,"1,780",578,366,290,280,308,359,149,195,103,110,133,96,18,42,56,58,132,20,61.5,
"3,742",2,3,2,79.3,"1,620",560,335,282,288,313,359,148,175,105,112,135,114,16,42,52,48,119,18,67.0,
"3,743",2,3,4,58.1,"1,537",548,337,289,283,300,334,149,183,103,108,136,109,18,38,49,46,111,14,62.0,
"3,744",2,3,2,74.5,"1,662",534,335,269,275,299,320,143,182,101,106,129,104,13,43,55,52,112,17,62.0,
"3,745",2,3,2,51.7,"1,643",531,320,277,275,301,315,135,181,100,105,130,103,16,41,51,46,118,19,60.5,
"3,746",2,3,2,89.1,"1,707",592,385,300,304,340,380,155,192,101,111,134,121,17,38,50,47,120,17,68.0,
"3,747",2,3,2,80.5,"1,530",547,344,286,290,320,351,140,186,107,113,132,105,18,38,56,48,117,16,64.5,
"3,748",2,3,2,87.0,"1,605",568,338,295,293,332,382,144,189,101,104,135,117,17,45,58,44,110,16,63.5,
"3,749",2,3,2,53.6,"1,689",565,315,293,286,314,302,143,188,101,111,134,103,16,38,54,53,120,18,63.5,
"3,750",2,3,4,69.6,"1,665",565,350,292,286,308,324,153,193,109,114,143,120,17,40,51,50,115,15,67.5,
"3,751",2,2,4,88.5,"1,793",583,353,312,310,345,375,150,195,110,115,144,117,17,39,56,51,127,17,67.5,
"3,752",1,3,2,120.9,"1,761",608,362,320,327,368,454,160,204,114,120,156,138,18,46,66,52,129,21,71.5,
"3,753",1,2,3,140.8,"1,848",603,375,318,312,369,455,157,205,114,120,152,145,16,37,54,51,138,21,67.5,
"3,754",2,3,1,65.8,"1,619",552,352,288,265,306,337,155,179,107,113,137,113,21,35,52,49,115,19,66.0,
"3,755",2,3,2,86.1,"1,702",594,364,294,303,338,347,143,194,112,120,142,116,19,43,61,54,131,18,70.5,
"3,756",2,2,2,102.8,"1,675",561,353,288,293,317,356,147,191,106,111,136,115,19,40,55,46,123,19,66.0,
"3,757",1,3,2,76.3,"1,737",570,345,309,320,362,383,150,192,111,115,146,114,21,43,59,55,133,16,75.0,
"3,758",1,3,2,89.4,"1,689",588,365,308,307,341,414,152,204,104,111,138,115,20,47,56,53,123,17,65.0,
"3,759",1,3,3,94.2,"1,768",559,346,300,295,342,404,146,188,101,106,141,127,16,37,56,52,124,20,62.0,
"3,760",2,2,2,79.9,"1,551",574,343,275,280,309,372,145,193,105,111,135,116,17,39,56,47,113,17,60.5,
"3,761",2,2,4,53.8,"1,480",545,341,282,282,292,308,145,180,100,106,134,105,19,37,51,48,113,15,63.0,
"3,762",2,2,2,90.7,"1,622",564,335,292,306,329,360,142,194,108,114,136,118,18,41,54,45,115,16,66.5,
"3,763",2,2,2,85.1,"1,713",586,339,295,302,342,359,146,197,106,117,140,110,18,40,57,51,135,18,65.0,
"3,764",1,2,4,84.7,"1,717",568,355,304,310,349,430,154,195,109,114,147,135,18,42,55,50,128,16,67.5,
"3,765",2,3,4,80.6,"1,519",551,350,301,292,320,379,145,185,104,112,145,129,18,36,50,46,111,17,64.5,
"3,766",2,2,2,74.6,"1,652",587,349,298,300,323,335,142,201,108,113,135,104,17,45,63,51,119,16,66.0,
"3,767",2,2,4,65.5,"1,621",542,332,286,281,311,336,151,181,105,113,140,120,18,36,49,46,105,18,65.0,
"3,768",2,3,4,58.3,"1,533",530,339,281,281,315,346,153,171,96,105,137,107,14,37,55,43,105,11,58.0,
"3,769",2,2,2,60.3,"1,554",557,330,279,286,314,337,145,184,97,106,130,110,17,42,54,47,117,19,67.5,
"3,770",2,3,4,56.0,"1,551",535,344,287,276,305,310,147,178,100,108,139,108,18,36,49,46,113,17,63.5,
"3,771",2,1,2,61.2,"1,665",542,334,269,270,299,329,144,180,97,105,127,100,17,32,49,45,115,15,62.0,
"3,772",1,3,4,78.2,"1,641",554,355,309,293,330,412,153,184,111,114,145,130,21,41,53,53,131,17,67.0,
"3,773",2,2,4,65.9,"1,510",540,338,285,286,314,353,147,180,102,111,138,116,18,38,50,42,103,14,61.0,
"3,774",2,3,4,65.1,"1,494",558,352,296,293,314,348,153,186,102,109,143,115,16,41,52,49,119,17,65.5,
"3,775",2,3,4,54.9,"1,589",537,349,290,286,307,310,153,176,101,113,144,116,18,40,53,46,109,15,65.0,
"3,776",2,2,1,85.0,"1,585",557,340,289,277,300,358,143,191,106,111,135,106,17,31,49,44,119,17,62.0,
"3,777",2,3,4,52.2,"1,571",536,339,280,283,304,296,141,181,101,110,132,110,16,37,52,47,107,16,63.0,
"3,778",2,3,4,60.8,"1,554",544,354,290,282,299,332,163,174,95,104,145,120,14,38,53,52,115,15,63.0,
"3,779",1,1,2,85.8,"1,661",605,389,322,328,355,420,159,209,105,122,145,132,21,47,62,46,122,16,75.5,
"3,780",2,3,4,79.7,"1,571",517,334,282,283,306,357,139,170,105,111,134,119,17,40,50,47,111,15,62.0,
"3,781",2,3,1,70.6,"1,640",542,346,304,283,306,332,151,185,109,115,140,116,19,34,54,56,124,20,67.5,
"3,782",2,3,4,70.2,"1,600",553,353,285,289,316,347,156,183,100,107,140,121,15,38,51,51,117,18,58.5,
"3,783",2,3,4,72.6,"1,618",558,366,295,298,327,359,158,185,104,110,143,125,15,43,56,51,116,15,64.5,
"3,784",2,3,2,94.9,"1,522",525,321,270,281,298,351,142,175,98,103,127,115,16,38,52,52,112,15,63.5,
"3,785",1,3,3,67.5,"1,737",579,335,311,294,335,380,155,197,120,125,145,114,20,40,56,55,133,21,69.0,
"3,786",2,3,4,72.5,"1,627",559,379,295,280,295,343,154,182,103,109,144,129,16,38,43,52,111,17,62.0,
"3,787",1,3,4,79.8,"1,761",560,349,305,306,345,390,150,193,103,110,142,126,16,34,54,53,126,17,63.5,
"3,788",2,3,4,54.8,"1,463",512,335,280,270,285,328,140,172,102,108,134,114,16,34,41,41,104,15,59.0,
"3,789",2,3,4,61.4,"1,446",540,347,280,257,275,328,142,177,107,110,130,115,15,34,48,46,110,18,62.5,
"3,790",2,3,2,82.8,"1,602",594,360,279,292,325,361,150,190,105,114,140,106,17,42,54,54,131,21,67.0,
"3,791",2,2,2,78.5,"1,635",553,350,295,278,302,338,137,187,108,112,134,114,17,39,51,51,116,20,66.0,
"3,792",2,3,4,83.5,"1,566",552,351,297,301,319,392,152,185,104,110,144,123,13,40,50,50,111,15,62.5,
"3,793",2,3,4,53.1,"1,507",556,326,283,275,291,309,140,187,105,110,133,109,16,37,52,45,107,20,66.5,
"3,794",1,3,4,80.3,"1,684",551,347,304,305,356,408,150,194,111,113,144,124,14,45,53,46,123,16,63.5,
"3,795",1,2,4,93.8,"1,810",586,373,326,315,352,399,163,191,106,114,160,131,18,44,52,47,120,18,73.0,
"3,796",2,2,3,71.0,"1,655",568,348,299,283,318,368,145,190,102,106,135,115,16,38,54,53,124,19,60.5,
"3,797",1,3,4,69.0,"1,608",576,364,313,308,332,389,162,186,112,122,150,130,16,51,62,48,107,17,67.5,
"3,798",1,2,3,129.6,"1,765",593,364,307,308,348,457,160,204,109,117,156,133,17,41,54,51,127,19,68.0,
"3,799",2,3,4,60.2,"1,552",534,356,289,275,295,332,150,180,105,111,137,113,16,38,55,46,110,15,63.5,
"3,800",2,3,2,71.0,"1,580",575,350,293,287,320,347,151,195,105,111,140,115,15,38,53,49,118,17,61.5,
"3,801",2,2,2,96.9,"1,569",539,329,273,286,314,375,141,178,103,112,139,118,16,39,53,46,113,17,61.5,
"3,802",2,2,2,97.5,"1,699",567,356,285,287,312,379,146,186,97,110,139,111,16,45,54,49,114,16,61.5,
"3,803",2,1,4,48.9,"1,496",570,362,294,281,296,319,150,188,105,109,135,108,16,37,46,48,103,12,60.5,
"3,804",1,3,2,86.2,"1,642",542,327,298,305,329,405,145,186,107,115,144,135,17,41,60,51,118,15,70.5,
"3,805",1,1,1,66.6,"1,763",570,349,292,294,328,376,150,201,102,110,136,112,20,36,56,52,118,23,61.5,
"3,806",1,3,4,69.2,"1,679",575,368,302,297,321,397,155,193,105,115,144,121,16,43,56,55,126,18,67.5,
"3,807",2,3,4,78.6,"1,489",551,374,300,290,312,382,149,187,113,118,143,115,16,39,50,40,110,16,66.0,
"3,808",2,3,4,84.6,"1,566",552,355,300,308,316,421,146,182,104,110,146,124,18,41,49,52,114,18,64.5,
"3,809",2,3,2,77.3,"1,576",567,349,291,283,316,384,150,187,105,111,133,123,19,45,53,51,118,18,69.0,
"3,810",1,3,2,85.2,"1,703",576,335,304,312,345,369,151,203,105,115,139,118,20,45,58,53,124,18,70.0,
"3,811",2,3,4,79.6,"1,525",532,346,294,294,326,362,145,181,100,106,141,120,15,40,54,46,110,17,63.5,
"3,812",2,3,4,59.5,"1,508",545,345,278,286,321,366,146,180,102,107,138,114,15,36,47,48,115,16,63.5,
"3,813",1,3,4,67.3,"1,700",572,372,314,298,331,353,160,193,108,115,144,106,18,43,57,46,118,18,70.0,
"3,814",2,3,4,59.4,"1,487",530,328,276,275,292,320,141,171,102,110,133,112,17,32,52,49,112,18,62.0,
"3,815",2,3,4,64.5,"1,504",554,324,283,282,298,"-9,999",137,189,101,108,134,102,19,42,44,46,108,18,62.0,
"3,816",2,2,4,48.9,"1,531",526,325,276,272,294,276,145,176,98,103,124,99,16,31,44,45,106,16,56.0,
"3,817",1,1,1,85.2,"1,690",568,351,295,309,348,392,146,198,102,111,142,125,17,35,53,46,118,18,60.0,
"3,818",1,2,3,70.6,"1,655",558,333,280,285,340,385,154,186,99,107,145,122,17,36,53,54,128,22,61.0,
"3,819",1,1,3,129.7,"1,712",595,355,315,320,334,440,163,212,118,124,152,148,20,36,47,52,120,20,65.5,
"3,820",1,1,3,70.3,"1,652",556,320,280,286,320,381,154,182,102,110,145,118,16,38,51,51,113,18,61.5,
"3,821",1,3,3,109.2,"1,765",585,360,310,290,348,420,164,203,108,114,148,142,19,34,51,56,139,22,64.5,
"3,822",2,1,3,97.9,"1,714",585,340,285,290,330,350,149,190,99,106,137,117,17,41,47,45,111,19,61.5,
"3,823",1,2,3,76.8,"1,710",548,350,300,298,333,375,146,188,104,112,143,120,14,36,54,55,122,22,66.0,
"3,824",1,3,3,104.2,"1,694",570,360,310,295,345,415,156,181,106,118,147,138,18,41,51,51,128,18,66.0,
"3,825",1,1,3,97.2,"1,815",578,373,306,310,342,395,155,201,109,118,147,127,19,36,46,47,125,22,66.0,
"3,826",1,2,3,103.3,"1,769",570,350,295,297,338,413,152,185,101,116,145,128,18,37,53,49,120,21,61.5,
"3,827",1,2,3,95.9,"1,654",575,370,325,322,365,423,156,196,117,124,155,146,17,39,51,51,135,16,66.0,
"3,828",1,3,3,96.4,"1,746",585,350,300,290,340,435,157,190,100,108,143,132,18,40,50,54,132,27,56.5,
"3,830",1,1,3,56.3,"1,662",572,370,295,280,305,355,159,187,106,114,142,110,15,32,43,52,122,17,64.0,
"3,831",1,1,3,61.3,"1,680",582,353,285,285,310,346,150,185,102,110,142,115,16,33,47,49,113,20,61.0,
"3,832",1,2,3,95.8,"1,779",565,360,290,283,315,435,157,195,104,117,140,123,16,35,50,53,122,23,68.0,
"3,833",1,1,3,73.8,"1,680",576,345,305,310,345,390,151,206,107,116,150,130,17,39,52,49,122,20,68.5,
"3,834",1,2,3,86.7,"1,687",577,355,298,292,333,410,155,191,101,112,143,134,17,40,52,51,123,18,61.0,
"3,835",1,1,3,71.2,"1,714",566,330,295,294,328,385,150,190,106,116,141,115,15,38,53,56,119,20,64.5,
"3,836",1,1,3,96.4,"1,684",572,353,313,315,343,412,167,198,119,128,155,144,18,39,53,49,125,19,64.0,
"3,837",1,2,3,102.2,"1,738",579,360,290,289,325,470,162,187,99,118,151,130,19,38,55,54,119,22,65.0,
"3,838",1,1,3,69.6,"1,711",575,366,315,304,335,380,162,198,109,116,148,118,17,36,50,60,134,19,67.5,
"3,839",1,2,3,72.0,"1,639",560,345,290,295,335,395,153,185,103,111,141,127,17,36,52,52,131,21,65.5,
"3,840",2,1,3,34.2,"1,310",475,305,255,245,260,260,134,152,85,97,115,91,14,31,43,43,91,13,56.5,
"3,841",1,1,3,107.3,"1,686",548,361,310,305,333,420,157,188,117,123,153,139,17,38,51,53,124,21,66.0,
"3,842",1,1,3,85.2,"1,776",590,340,295,300,330,405,151,205,103,113,143,125,15,32,44,55,126,23,61.5,
"3,843",1,2,3,85.1,"1,708",575,385,325,315,345,410,162,196,117,128,149,129,18,43,53,51,125,20,70.0,
"3,844",1,2,3,84.1,"1,726",564,370,312,307,345,375,157,193,109,121,152,138,16,41,49,53,131,20,66.5,
"3,845",1,1,3,81.2,"1,637",547,345,296,293,330,401,148,178,106,120,146,127,14,31,49,48,127,20,65.5,
"3,846",1,2,3,71.7,"1,698",552,360,310,296,318,377,151,192,108,117,152,134,17,39,54,56,130,20,65.5,
"3,847",1,2,3,86.6,"1,769",575,384,323,310,338,412,160,198,111,120,153,141,15,40,53,60,133,23,67.5,
"3,848",1,2,3,77.6,"1,628",585,360,305,297,335,416,161,189,102,116,155,138,14,31,48,54,127,20,63.0,
